title,description,publishedAt,videoId
"The Police - De Do Do Do, De Da Da Da (Official Music Video)","The Official Music Video for De Do Do Do, De Da Da Da. Taken from The Police - Zenyatta Mondatta.

Stream more of The Police: https://thepolice.lnk.to/ListenID 
Subscribe to The Police YouTube: https://ThePolice.lnk.to/YTSubscribeID 
Watch more: https://ThePolice.lnk.to/OfficialVideosPlaylistID 
Official store: https://thepolice.lnk.to/Store
Follow The Police online:
YouTube: https://ThePolice.lnk.to/YTSubscribeID 
Facebook: – https://ThePolice.lnk.to/FacebookID
Instagram: - https://ThePolice.lnk.to/InstagramID
Twitter:  https://thepolice.lnk.to/TwitterID 
Newsletter: https://ThePolice.lnk.to/NewsletterID
Website:  https://ThePolice.lnk.to/WebsiteID

--

Lyrics:

Don't think me unkind
Words are hard to find
The only cheques I've left unsigned
From the banks of chaos in my mind
And when their eloquence escapes me
Their logic ties me up and rapes me

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true

Poets, priests, and politicians
Have words to thank for their positions
Words that scream for your submission
And no one's jamming their transmission
Because when their eloquence escapes you
Their logic ties you up and rapes you

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true

--

#ThePolice #DeDoDoDo # ZenyattaMondatta",2024-01-20T02:08:06Z,7v2GDbEmjGE
Kansas - Dust in the Wind (Official Video),"Official music video for “Dust in the Wind” by Kansas
Listen to Kansas: https://Kansas.lnk.to/listenYD
Watch more videos by Kansas: https://Kansas.lnk.to/listenYD/youtube

Subscribe to the official Kansas YouTube channel: https://Kansas.lnk.to/subscribeYD

Follow Kansas
Facebook: https://Kansas.lnk.to/followYD/facebook
Instagram: https://Kansas.lnk.to/followYD/instagram
Twitter: https://Kansas.lnk.to/followYD/twitter
Website: https://Kansas.lnk.to/followYD/websitegeneral
Spotify: https://Kansas.lnk.to/followYD/spotify

Lyrics:
Dust in the wind
All they are is dust in the wind

#Kansas #DustintheWind #Rock",2024-01-20T02:07:34Z,tH2w6Oxx0kQ
George Michael - Faith (Official Video),"George Michael - Faith (Official Video) 
Stream and download here: https://georgemichael.lnk.to/Streaming
Subscribe to the George Michael YouTube channel: https://georgemichael.lnk.to/YouTubeSubscribe 

WATCH CARELESS WHISPER MUSIC VIDEO ► https://GeorgeMichael.lnk.to/CompleteCollection/youtube
WATCH FREEDOM! '90 MUSIC VIDEO ► https://GeorgeMichael.lnk.to/CompleteCollection/youtube3
WATCH FASTLOVE MUSIC VIDEO ► https://GeorgeMichael.lnk.to/CompleteCollection/youtube4
WATCH LAST CHRISTMAS MUSIC VIDEO ► https://GeorgeMichael.lnk.to/CompleteCollection/youtube2
WATCH AS MUSIC VIDEO ► https://GeorgeMichael.lnk.to/CompleteCollection/youtube5

Follow George Michael: 
Tik Tok - https://www.tiktok.com/@georgemichaelofficial 
Instagram – https://www.instagram.com/georgemofficial/ 
X - https://x.com/GeorgeMOfficial 
Facebook - https://www.facebook.com/georgemichael/
Official website - http://www.georgemichael.com

#GeorgeMichael #Faith #GeorgeMichaelFaith #FaithLive #GeorgeMichaelOfficial #Wham #GeorgeMichaelOfficialVideo #GeorgeMichaelLive #GeorgeMichaelSongs #GeorgeMichaelEssentials #CarelessWhisper #FaithAlbum #LastChristmas #Freedom90 #OneMoreTry
  
Lyrics

Well I guess it would be nice
If I could touch your body
I know not everybody
Has got a body like you

But I've got to think twice
Before I give my heart away
And I know all the games you play
Because I play them too

Oh but I
Need some time off from that emotion
Time to pick my heart up off the floor
Oh when that love comes down
Without devotion
Well it takes a strong man baby
But I'm showing you the door

‘Cause I gotta have faith
I gotta have faith
‘Cause I gotta have faith, faith
‘Cause I gotta have faith, faith, faith

Baby,
I know you're asking me to stay
Say please, please, please don't go away
You say I'm giving you the blues
Maybe
You mean every word you say
Can't help but think of yesterday
And another who tied me down to loverboy rules

Before this river
Becomes an ocean
Before you throw my heart back on the floor
Oh oh baby I reconsider
My foolish notion
Well I need someone to hold me
But I'll wait for something more

Yes I've gotta have faith…
Mmm, I gotta have faith
‘Cause I gotta have faith, faith, faith
I gotta have faith-a-faith-a-faith

Before this river
Becomes an ocean
Before you throw my heart back on the floor
Oh oh baby I reconsider
My foolish notion
Well I need someone to hold me
But I'll wait for something more

Cause I gotta have faith
Mmm I gotta have faith
Because I got to have faith-a-faith-a-faith
I gotta have faith-a-faith-a-faith",2024-01-20T02:07:28Z,6Cs3Pvmmv0E
Double - The Captain Of Her Heart (Official Video),"There‘s a 4K version of the video on http://youtube.com/@KurtMaloo

The Captain Of Her Heart

It was way past midnight
and she still couldn't fall asleep. 
This night the dream was leaving, 
she'd tried so hard to keep
and with the new day's dawning 
she felt it drift away,
not only for a cruise
not only for a day.

Too long ago, too long apart, 
she couldn't wait another day for 
the captain of her heart

As the day came up she made a start, 
she stopped waiting another day for 
the captain of her heart",2024-01-20T02:07:25Z,YX-Ru1XkNZc
U2 - Mysterious Ways (Official Music Video),"Listen to or buy U2's new song https://u2.lnk.to/AtomicCity

REMASTERED IN HD!
The official music video for Mysterious Ways by U2.
‘Mysterious Ways’ was the second single to be released from the album Achtung Baby.  The video was directed by Stephane Sednaoui and filmed in Morocco in late 1991.

Explore the music of U2: https://U2.lnk.to/ListenID

Subscribe to the U2 channel: https://U2.lnk.to/YTSubscribeID
Watch more U2 videos: https://U2.lnk.to/WatchMoreID
 
Sign up to the U2 mailing list: https://U2.lnk.to/MailingListID
 
Follow U2 on…
Facebook: https://U2.lnk.to/FacebookID
Twitter: https://U2.lnk.to/TwitterID
Instagram: https://U2.lnk.to/InstagramID
 
Official Website: https://U2.lnk.to/WebsiteID

#U2 #MysteriousWays #Remastered

Lyrics:

Johnny, take a walk with your sister the moon
Let her pale light in, to fill up your room.
You've been living underground, eating from a can
You've been running away from what you don't understand.

She's slippy, you're sliding down.
She'll be there when you hit the ground.

It's alright, it's alright, it's alright.
She moves in mysterious ways.
It's alright, it's alright, it's alright.
She moves in mysterious ways, oh.

Johnny, take a dive with your sister in the rain
Let her talk about the things you can't explain.
To touch is to heal, to hurt is to steal.
If you want to kiss the sky, better learn how to kneel
On your knees, boy!

She's the wave, she turns the tide
She sees the man inside the child.

It's alright, it's alright, it's alright.
She moves in mysterious ways.
It's alright, it's alright, it's alright.
She moves in mysterious ways, yeah, oh, ah.

Lift my days, light up my nights, oh.

One day you'll look back, and you'll see
Where you were held now by this love.
While you could stand there,
You could move on this moment
Follow this feeling.

It's alright, it's alright, it's alright.
She moves in mysterious ways.
It's alright, it's alright, it's alright.
She moves in mysterious ways.

Move you, spirits move you
Move, spirits 'its move you, oh yeah.
Does it move you?
She moves with it.
Lift my days, and light up my nights, oh.",2024-01-20T02:07:14Z,TxcDTUMLQJI
New Radicals - You Get What You Give (Official Music Video),"REMASTERED IN HD!
The New Radicals' official music video for 'You Get What You Give'. As featured in the 2021 playlist for the Biden Presidential Inauguration.

Revisit more 90's music videos: https://www.youtube.com/watch?v=xGytDsqkQY8&list=PLjF50Dlp9iembnFdfoZaqIoYZ0zBm7utR

Watch more remastered videos! https://www.youtube.com/watch?v=hTWKbfoikeg&list=PLDNtAuXIhbEPLcw6HLBLkVJl_MUd0DFW2

Music video by New Radicals performing You Get What You Give. (C) 1998 Geffen Records
#NewRadicals #YouGetWhatYouGive #Remastered",2024-01-20T02:07:06Z,DL7-CKirWZE
John Newman - Love Me Again,"Debut album 'Tribute' is out now: https://JohnNewman.lnk.to/tributeID 

New album 'Revolve' is available to pre-order now (released 16th Oct 2015). Get signed copies of Revolve at the John Newman Official Store: http://po.st/Revolve4 | iTunes: http://po.st/iRevolve4 

Revolve includes the singles ‘Come And Get It’ and the Number 1 single ‘Calvin Harris feat. John Newman – Blame’ 

Follow John Newman:

Facebook: http://po.st/JNFacebook
Twitter: http://po.st/JNTwitter
Instagram: http://po.st/JNInsta
Tumblr: http://po.st/JNTumblr
YouTube: http://po.st/JNYouTube
Spotify: http://po.st/JNSpotify

http://www.johnnewman.co.uk/

Click here to join the mailing list: http://po.st/JNMailingList

Music video by John Newman performing Love Me Again. (C) 2013 Universal Island Records, a division of Universal Music Operations Limited",2024-01-20T02:06:47Z,CfihYWRWRTQ
Green Day - Know Your Enemy [Official Music Video],"Watch the official music video for Know Your Enemy by Green Day from the album 21st Century Breakdown.
🔔 Subscribe to the channel: https://youtube.com/c/GreenDay?sub_confirmation=1

Watch the best Green Day official videos here: http://www.youtube.com/playlist?list=PL5150F38E402FACE8

Follow Green Day:
Website: https://greenday.com​
Tour Dates: https://greenday.com/tour​
Email List: https://greenday.com/sign-up​
Facebook: https://facebook.com/greenday​
Instagram: https://instagram.com/greenday​
Twitter: https://twitter.com/greenday​

Green Day is a rock band renowned for their hits “Boulevard Of Broken Dreams,” “21 Guns,” “Basket Case,” “American Idiot,” “Wake Me Up When September Ends,” “Holiday,” and “When I Come Around.” They worked with artists like U2, Ringo Starr, and Miranda Lambert — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics:
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Violence is an energy
Against the enemy
Well, violence is an energy, wah hey
Bringing on the fury
The choir infantry
Revolt against the honor to obey
Overthrow the effigy
The vast majority
Well, burning down the foreman of control
Silence is the enemy
Against your urgency
So rally up the demons of your soul
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
The insurgency will rise
When the blood's been sacrificed
Don't be blinded by the lies in your eyes
Sing!
Well, violence is an energy, oh ay, oh ay
Well, from here to eternity, oh ay, oh ay
Well, violence is an energy, oh ay, oh ay
Well, silence is the enemy so gimme gimme revolution!
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Do you know the enemy?
Do you know your enemy?
Well, gotta know the enemy, wah hey
Overthrow the effigy
The vast majority
Burning down the foreman of control
Silence is the enemy
Against your urgency
So rally up the demons of your soul

#OfficialMusicVideo #GreenDay #KnowYourEnemy #WeAreWarnerRecords",2024-01-20T02:06:23Z,9IclmVdWNbI
The Fixx - One Thing Leads To Another,Music video by The Fixx performing One Thing Leads To Another. (C) 2004 Geffen Records,2024-01-20T02:06:10Z,JHYIGy1dyd8
Elton John - Your Song (Top Of The Pops 1971),"This performance of ‘Your Song’ was Elton’s second appearance on Top Of The Pops, airing on January 14th 1971. This was just one week before the song became his first-ever entry on the UK Singles Chart. Taken from Elton’s eponymous second UK album, the now classic ballad peaked at #7 and spent 10 weeks inside the Top 40. This performance, recorded at the BBC Television Centre, features band members Nigel Olsson on drums and Dee Murray on bass.

Explore the music of Elton John: https://eltonjohn.lnk.to/essentialsID

Buy Diamonds Deluxe Boxset: https://eltonjohn.lnk.to/DiamondsDeluxeID
Buy Diamonds Vinyl: https://eltonjohn.lnk.to/DiamondsVinylID

Watch more Elton videos: https://EltonJohn.lnk.to/WatchMore
Subscribe to Elton channel: http://bit.ly/EltonYTSubscribe
 
About Elton John: 
Welcome to the official Elton John channel. Subscribe today for a vast video collection of music videos, iconic live performances, exclusive interviews, behind the scenes content and playlists to explore Elton’s musical legacy in-depth.
 
Follow Elton John on...
Facebook: https://eltonjohn.lnk.to/facebookYT
Twitter: https://eltonjohn.lnk.to/twitterYT
Instagram: https://eltonjohn.lnk.to/instaYT
Official Website: https://EltonJohn.lnk.to/WebsiteOfficial
Join the Rocket Club newsletter: https://EltonJohn.lnk.to/RocketClub
 
Elton John - Your Song (Top Of The Pops 1971)
https://www.youtube.com/user/EltonJohn",2024-01-20T02:06:06Z,GlPlfCy1urI
R.E.M. - Stand (Official Music Video),"""Stand"" from R.E.M.’s breakthrough 1988 album, “Green”. 

Buy the album: https://rem.lnk.to/GreenYD
To learn more, visit http://www.remhq.com",2024-01-20T02:05:59Z,AKKqLl_ZEEY
Styx - Babe (Official Video),"Music video by Styx performing Babe. (C) 1979 A&M Records

Best of Styx: https://goo.gl/n2JFbN
Subscribe here: https://goo.gl/UiH6GG

#Styx #Babe #Vevo",2024-01-20T02:05:53Z,yaVyQS1T7TY
Dionne Warwick - That's What Friends Are For,"Dionne Warwick's official music video for 'That's What Friends Are For' ft. Elton John, Gladys Knight & Stevie Wonder. Click to listen to Dionne Warwick on Spotify: http://smarturl.it/DionneWSpotify?IQid=DionneWTWF

As featured on Love Songs. Click to buy the track or album via iTunes: http://smarturl.it/DWLoveSongs?IQid=DionneWTWF
Google Play: http://smarturl.it/TWFAFGPlay?IQid=DionneWTWF
Amazon: http://smarturl.it/DWLoveSongsAmazon?IQid=DionneWTWF

More From Dionne Warwick
Heartbreaker: https://youtu.be/9xHQsMYosao
I'll Never Love This Way Again: https://youtu.be/FAu73aOa2HQ
Love Power: https://youtu.be/VZzNOhPK2Cw

More great 80s videos here: http://smarturl.it/Ultimate80?IQid=DionneWTWF

Follow Dionne Warwick
Facebook: https://www.facebook.com/officialdionne
Twitter: https://twitter.com/_dionnewarwick

Subscribe to Dionne Warwick on YouTube: http://smarturl.it/DionneWSub?IQid=DionneWTWF

---------

Lyrics:

And I never thought I'd feel this way
And as far as I'm concerned
I'm glad I got the chance to say
That I do believe, I love you

And if I should ever go away
Well, then close your eyes and try
To feel the way we do today
And then if you can remember

Keep smiling, keep shining
Knowing you can always count on me, for sure
That's what friends are for
For good times and bad times
I'll be on your side forever more
That's what friends are for",2024-01-20T02:05:16Z,HyTpu6BmE88
David Bowie - Let's Dance (Official Video),"The official music video for David Bowie - Let's Dance. 

Taken from Bowie's 'Let's Dance' album released in 1983, which featured the singles 'Let's Dance', 'China Girl', 'Modern Love' and 'Without You'.

Subscribe to the David Bowie channel for all the best official music videos, live performances and interviews here - 
Subscribe now: http://bit.ly/2lO9yQo

Listen to more from the Album Let's Dance here: https://music.youtube.com/playlist?list=OLAK5uy_kI3Tm2L8DXgnJ2qmvEoDOgONoMSlPzYTs

Watch David Bowie's official music videos here: https://lnk.to/DavidBowieOfficialVideos

Follow David Bowie:
https://www.davidbowie.com/
https://www.facebook.com/davidbowie/
https://twitter.com/DavidBowieReal
https://www.instagram.com/davidbowie/

Lyrics

Ah, ah, ah, ah

(Let's dance)
(Let's dance)
(Let's dance)
Put on your red shoes and dance the blues
(Let's dance)
To the song they're playing on the radio
(Let's sway)
While colour lights up your face
(Let's sway)
Sway through the crowd to an empty space

If you say run, I'll run with you
And if you say hide, we'll hide
Because my love for you
Would break my heart in two
If you should fall, into my arms
And tremble like a flower

(Let's dance)
(Let's dance)
(Let's dance)
For fear your grace should fall
(Let's dance)
For fear tonight is all
(Let's sway)
You could look into my eyes
(Let's sway)
Under the moonlight, this serious moonlight

And if you say run, I'll run with you
And if you say hide, we'll hide
Because my love for you
Would break my heart in two
If you should fall, into my arms
And tremble like a flower


(Let's dance)
(Let's dance)
(Let's dance)
Put on your red shoes and dance the blues
(Let's dance)
To the song we're playing
(Let's sway)
(Let's sway)
Under the moonlight, this serious moonlight

(Let's dance)
(Let's)
(Let's)
(Let's)
(Let's dance)
(Let's)

Let's dance, dance, dance, dance, dance, dance, dance, dance
(Let's dance)
(Let's sway)
(Let's sway)
Let's dance, dance, dance, dance, dance, dance, dance, dance
(Let's dance)
(Let's dance)
(Let's dance)
(Let's dance)

About David Bowie:
David Bowie redefined musical genres and the potential of live performance for generations of music lovers. Creating and discarding a variety of personae and restlessly challenging musical boundaries, Bowie released timeless albums including Space Oddity, Hunky Dory, The Rise and Fall of Ziggy Stardust…, Aladdin Sane, Diamond Dogs, Young Americans, Station to Station, ""Heroes,” Let's Dance, Heathen, The Next Day and many more. Blackstar, Bowie’s 28th and final studio album, was released on his 69th birthday, January 8, 2016. David Bowie died on January 10, 2016, two days after the release of Blackstar. His body of work, his influence on the worlds of music, art, fashion, film, theatre and beyond, and his legacy of innovation and reinvention will live forever. 2022 kicks off with Bowie at 75, a celebration of his 75th birthday with the Brilliant Adventure box set, the previously unreleased Toy, the 50th anniversary of Ziggy Stardust and a series of special events.

#DavidBowie #LetsDance #Bowie",2024-01-20T02:05:12Z,VbD_kBJc_gI
Phil Collins - Can't Stop Loving You (Official Music Video),"""Can't Stop Loving You"" is the tenth song by Phil Collins on his seventh solo album ""˜Testify', released in 2002.

Stream: https://PhilCollins.lnk.to/Stream 

🔔 Subscribe to Phil Collins' YouTube channel!: https://philcollins.lnk.to/yts 

Watch Phil's Official Music Videos: https://www.youtube.com/playlist?list=PLEF9AC9E0A3ABFD37

Stay up-to-date with Phil Collins:
Official website: https://philcollins.com/
Like on Facebook: https://www.facebook.com/PhilCollins
Follow on Instagram: https://www.instagram.com/officialphilcollins/
Follow on Twitter/X: https://www.twitter.com/PhilCollinsFeed

Lyrics
So you're leaving in the morning on the early train
I could say everything's alright
And I could pretend and say goodbye
Got your ticket
Got your suitcase
Got your leaving smile
I could say that's the way it goes
And I could pretend and you won't know
That I was lying

Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I?

We took a taxi to the station, not a word was said
And I saw you walk across the road
For maybe the last time I don't know
Feeling humble
I heard a rumble
On the railway track
And when I hear that whistle blow
I'll walk away and you won't know
That I'll be crying

Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I?

Even try ……I'll always be here by your side
Why, why, why ……I never wanted to say goodbye
Why even try ….I'm always here if you change, change your mind

So you 're leaving in the morning on the early train
I could say everything's alright
And I could pretend and say goodbye
But that would be lying

Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I even try?

----------------------

This is the official YouTube channel for the solo work of English singer-songwriter, drummer, and producer, Mr. Phil Collins. As a solo artist, he has sold more than 100 million records, won 7 Grammys, 6 Brit awards, and an Oscar.",2024-01-20T02:04:59Z,mEnUhjmwjlI
Daryl Hall & John Oates - Out Of Touch (Official HD Video),"Official music video for ""Out Of Touch"" by Daryl Hall & John Oates
Listen to Hall & Oats: https://halloates.lnk.to/listenYD

Subscribe to the official Hall & Oates YouTube channel: https://halloates.lnk.to/subscribeYD

Watch more Hall & Oates videos: https://hallandoates.lnk.to/listenYC/youtube

Follow Hall & Oates:
Facebook: https://halloates.lnk.to/followFI
Instagram: https://halloates.lnk.to/followII
Twitter: https://halloates.lnk.to/followTI
Website: https://halloates.lnk.to/followWI
Spotify: https://halloates.lnk.to/followSI
YouTube: https://halloates.lnk.to/subscribeYD

Chorus:
You're out of touch
I'm out of time
But I'm out of my head
When you're not around
You're out of touch
I'm out of time
But I'm out of my head
When you're not around

#DarylHall #JohnOates #HallAndOates #OutOfTouch #OfficialVideo",2024-01-20T02:04:56Z,D00M2KZH1J0
Steve Winwood - Higher Love (Official Music Video),"Official video for ""Higher Love"" by Steve Winwood.

Revisit more 80's music videos! https://www.youtube.com/watch?v=OMOGaugKpzs&list=PLjF50Dlp9iek5dt7_1jRWS4_RiBygG9p1

Music video by Steve Winwood performing Higher Love. (C) 1986 Universal Island Records Ltd. A Universal Music Company.",2024-01-20T02:04:47Z,k9olaIio3l8
Toto - Africa (Official HD Video),"Official HD Video for ""Africa"" by Toto
Listen to Toto: https://Toto.lnk.to/listenYD
Watch more Toto videos: https://Toto.lnk.to/listenYD/youtube

Subscribe to the official Toto YouTube Channel: https://totoband.lnk.to/subscribeYD

Follow Toto:
Facebook: https://Toto.lnk.to/followFI
Twitter: https://Toto.lnk.to/followTI
Website: https://Toto.lnk.to/followWI
YouTube: https://totoband.lnk.to/subscribeYD
Spotify: https://Toto.lnk.to/followSI

Chorus:
It's gonna take a lot to drag me away from you
There's nothing that a hundred men or more could ever do
I bless the rains down in Africa
Gonna take some time to do the things we never had

#Toto #Africa #Rock #TotoIV #HD #Remastered",2024-01-20T02:04:41Z,FTQbiNvZqaY
Daryl Hall & John Oates - I Can't Go For That (No Can Do) (Official Video),"Official music video for  ""I Can't Go for That (No Can Do)"" by Daryl Hall & John Oates
Listen to Hall & Oates: https://halloates.lnk.to/listenYD

Subscribe to the official Hall & Oates YouTube channel: https://halloates.lnk.to/subscribeYD

Watch more Hall & Oates videos: https://hallandoates.lnk.to/listenYC/youtube

Follow Hall & Oates:
Facebook: https://halloates.lnk.to/followFI
Instagram: https://halloates.lnk.to/followII
Twitter: https://halloates.lnk.to/followTI
Website: https://halloates.lnk.to/followWI
Spotify: https://halloates.lnk.to/followSI
YouTube: https://halloates.lnk.to/subscribeYD

Chorus:
Easy, ready, willing, overtime
Where does it stop
Where do you dare me
To draw the line
You've got the body
Now you want my soul
Don't even think about it
Say no go
 
I, I 'll do anything
That you want me to do
And I'll do almost anything
That you want me to, ooh
 
But I can't go for that, no (no) no can do
No, I can't go for that, no (no) no can do
I can't go for that, no (no) no can do

#DarylHall #JohnOates #HallAndOates #ICantGoforThat #OfficialVideo #PrivateEyes",2024-01-20T02:04:34Z,ccenFp_3kq8
The Police - Synchronicity II (Official Music Video),"The Official Music Video for Synchronicity II. Taken from The Police - Synchronicity.

Order 40th anniversary editions of Synchronicity now, available as super deluxe 6CD and 4LP boxsets, coloured 2LP,  deluxe 2CD and 1LP picture disc.  Featuring the band's first truly comprehensive collection of unreleased material. https://ThePolice.lnk.to/S40ID 

Stream more of The Police: https://thepolice.lnk.to/ListenID 
Subscribe to The Police YouTube: https://ThePolice.lnk.to/YTSubscribeID 
Watch more: https://ThePolice.lnk.to/OfficialVideosPlaylistID 
Official store: https://thepolice.lnk.to/Store
Follow The Police online:
YouTube: https://ThePolice.lnk.to/YTSubscribeID 
Facebook: – https://ThePolice.lnk.to/FacebookID
Instagram: - https://ThePolice.lnk.to/InstagramID
Twitter:  https://thepolice.lnk.to/TwitterID 
Newsletter: https://ThePolice.lnk.to/NewsletterID
Website:  https://ThePolice.lnk.to/WebsiteID

--

Lyrics:

Another suburban family morning
Grandmother screaming at the wall
We have to shout above the din of our Rice Krispies
We can't hear anything at all
Mother chants her litany of boredom and frustration
But we know all her suicides are fake
Daddy only stares into the distance
There's only so much more that he can take
Many miles away
Something crawls from the slime
At the bottom of a dark Scottish lake

Another industrial ugly morning
The factory belches filth into the sky
He walks unhindered through the picket lines today
He doesn't think to wonder why
The secretaries pout and preen like
Cheap tarts in a red light street
But all he ever thinks to do is watch
And every single meeting with his so-called superior
Is a humiliating kick in the crotch
Many miles away
Something crawls to the surface
Of a dark Scottish loch

Another working day has ended
Only the rush hour hell to face
Packed like lemmings into shiny metal boxes
Contestants in a suicidal race
Daddy grips the wheel and stares alone into the distance
He knows that something somewhere has to break
He sees the family home now looming in his headlights
The pain upstairs that makes his eyeballs ache
Many miles away
There's a shadow on the door
Of a cottage on the shore
Of a dark Scottish lake
Many miles away, many miles away

--

#ThePolice #SynchronicityII #Synchronicity",2024-01-20T02:04:30Z,o5FPPoLqkCk
Dire Straits - Walk Of Life (Official Music Video),"The Official Music Video for Walk of Life. Taken from Dire Straits – Brothers in Arms.

Dire Straits – Live 1978-1992' is out now (UK/ROW). Out January 19th, 2024. (US). Order now: https://DireStraits.lnk.to/live78-92ID 

--

Listen to more music from Dire Straits here: https://direstraits.lnk.to/bestofplay

Follow Dire Straits:
TikTok: https://www.tiktok.com/@direstraits
Instagram: https://www.instagram.com/direstraitshq
Twitter: https://twitter.com/markknopfler
Facebook: https://www.facebook.com/DireStraits
Website & Newsletter: https://direstraits.com

--

Lyrics:

Here comes Johnny singing oldies, goldies
Be-Bop-A-Lula, Baby What I Say
Here comes Johnny singing I Gotta Woman
Down in the tunnels, trying to make it pay

He got the action, he got the motion
Yeah, the boy can play
Dedication devotion
Turning all the night time into the day

He do the song about the sweet lovin’ woman
He do the song about the knife
He do the walk, he do the walk of life

Here comes Johnny and he’ll tell you the story
Hand me down my walkin’ shoes
Here come Johnny with the power and the glory
Backbeat the talkin’ blues

He got the action, he got the motion
Yeah, the boy can play
Dedication devotion
Turning all the night time into the day

He do the song about the sweet lovin’ woman
He do the song about the knife
He do the walk, he do the walk of life

Here comes Johnny singing oldies, goldies
Be-Bop-A-Lula, Baby What I Say
Here comes Johnny singing I Gotta Woman
Down in the tunnels, trying to make it pay

He got the action, he got the motion
Yeah the boy can play
Dedication devotion
Turning all the night time into the day

And after all the violence and double talk
There’s just a song in all the trouble and the strife
You do the walk, you do the walk of life


#DireStraits #WalkofLife #BrothersinArms",2024-01-20T02:03:58Z,kd9TlGDZGkI
Billy Idol - White Wedding (Part 1),"Watch the official video of Billy Idol’s hit single “White Wedding – Pt.1” directed by David Mallet. 
 
The long-awaited anniversary Expanded Edition of Billy Idol’s self-titled break-through debut album on 2CD + Digital Deluxe is out now! Listen here: https://billyidol.lnk.to/selftitledexpanded
 
The release features the original 10-track album, plus bonus content, including an unreleased 1982 concert from the Roxy in West Hollywood, CA, and the 12+ minute Clubland extended remix of “White Wedding,” also previously unreleased.
 
Subscribe now to Billy Idol’s YouTube channel: https://billyidol.lnk.to/YTSignup
 
Follow Billy Idol: 
Instagram: https://www.instagram.com/billyidol
Facebook: https://www.facebook.com/BillyIdol
Twitter: https://twitter.com/BillyIdol
TikTok: https://www.tiktok.com/@billyidol
 
#BillyIdol #WhiteWedding",2024-01-20T02:03:43Z,AAZQaYKZMTI
OneRepublic - Good Life (Official Music Video),"Stream & Download OneRepublic’s latest album “Human”: https://OneRepublic.lnk.to/Human

Listen to OneRepublic:
Spotify: http://smarturl.it/1RSpotify 
Apple Music: https://apple.co/3B4u43p 

Shop OneRepublic: http://smarturl.it/1RShop
Sign up for email updates: http://smarturl.it/1REmail
Listen to OneRepublic on Spotify: http://smarturl.it/1RSpotify
Catch OneRepublic on tour: https://www.onerepublic.com/tour

Follow OneRepublic:
Facebook: https://www.facebook.com/OneRepublic
Twitter: https://twitter.com/OneRepublic
Instagram: https://www.instagram.com/onerepublic

#OneRepublic #GoodLife

Music video by OneRepublic performing Good Life. (C) 2011 Mosley Music/Interscope Records",2024-01-20T02:03:31Z,jZhQOvvV45w
